ONS_ID,percent_attached,percent_uncertaintly_attached,crime_person_total_per_1000pop_plus_50m_buffer,crime_property_total_per_1000pop_plus_50m_buffer,crime_other_total_per_1000pop_plus_50m_buffer,crime_total_per_1000pop_plus_50m_buffer,walkscore_mean,bikescore_mean,Percent_coverage_tree canopy,Percent_coverage_parkland_residential,Pedestrian_Network_Density_km_per_km2,Cycling_Network_Density_km_per_km2,Trail_Network_Density_km_per_km2,Residents_within_15_min_walk_%_chc,Average_distance_to_nearest_chc_km,food_supermarket_dist_closest_3_popwt,food_supermarket_pct_within_15_mins,food_supermarketgrocery_dist_closest_3_popwt,food_supermarketgrocery_pct_within_15_mins,food_convenience_num_per_1000_res_plus_buffer,food_convenience_dist_closest_3_popwt,food_convenience_pct_within_15_mins,food_fastfood_num_per_1000_res_plus_buffer,food_fastfood_dist_closest_3_popwt,food_restaurant_num_per_1000_res_plus_buffer,food_restaurant_dist_closest_3_popwt,food_restaurant_pct_within_15_mins,food_specialty_dist_closest_3_popwt,food_specialty_pct_within_15_mins,mh_counselling_num_per_1000_res_plus_buffer,mh_counselling_dist_closest_3_popwt,mh_counselling_dist_closest_5_popwt,mh_services_num_per_1000_res_plus_buffer,mh_services_dist_closest_1_popwt,mh_services_dist_closest_3_popwt,mh_services_dist_closest_5_popwt,mh_supportgroup_num_per_1000_res_plus_buffer,mh_supportgroup_dist_closest_5_popwt,mh_supportgroup_dist_closest_10_popwt,cannabis_num_per_1000_res_plus_buffer,cannabis_dist_closest_3_popwt,cannabis_pct_within_15_mins,moneylender_num_per_1000_res_plus_buffer,moneylender_dist_closest_3_popwt,moneylender_pct_within_15_mins
3070,Q5,Q1,Q2,Q2,Q1,Q2,Q2,Q1,Q4,Q2,Q1,Q1,Q1,Q2,Q5,Q5,Q2,Q5,Q2,Q2,Q5,Q1,Q3,Q5,Q4,Q5,Q1,Q5,Q2,Q2,Q5,Q5,Q2,Q4,Q5,Q5,Q4,Q5,Q5,Q5,Q4,Q2,Q2,Q5,Q2
3071,Q5,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q5,Q3,Q1,Q1,Q1,Q2,Q5,Q5,Q1,Q5,Q1,Q1,Q5,Q1,Q1,Q5,Q2,Q5,Q1,Q5,Q1,Q2,Q5,Q5,Q2,Q5,Q5,Q5,Q2,Q5,Q5,Q2,Q5,Q1,Q2,Q5,Q2
3072,Q5,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q5,Q3,Q2,Q2,Q5,Q2,Q4,Q4,Q1,Q4,Q1,Q1,Q4,Q1,Q1,Q4,Q1,Q4,Q1,Q4,Q1,Q2,Q4,Q4,Q2,Q3,Q4,Q4,Q2,Q4,Q4,Q2,Q4,Q1,Q2,Q3,Q2
3073,Q5,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q1,Q2,Q5,Q5,Q1,Q5,Q1,Q1,Q5,Q1,Q2,Q5,Q2,Q5,Q1,Q5,Q1,Q2,Q5,Q5,Q2,Q5,Q5,Q5,Q4,Q5,Q5,Q2,Q5,Q1,Q2,Q5,Q2
3074,Q5,Q1,Q3,Q2,Q1,Q2,Q1,Q1,Q4,Q5,Q1,Q1,Q1,Q2,Q5,Q5,Q2,Q5,Q2,Q3,Q5,Q2,Q3,Q4,Q3,Q4,Q2,Q5,Q2,Q2,Q4,Q5,Q2,Q4,Q4,Q5,Q4,Q5,Q5,Q4,Q5,Q2,Q2,Q5,Q3
3075,Q5,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q5,Q2,Q1,Q1,Q1,Q2,Q5,Q5,Q1,Q5,Q1,Q1,Q5,Q1,Q1,Q5,Q2,Q5,Q1,Q5,Q1,Q2,Q5,Q5,Q2,Q5,Q5,Q5,Q2,Q5,Q5,Q2,Q5,Q1,Q2,Q5,Q2
3076,Q5,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q5,Q5,Q1,Q5,Q1,Q4,Q5,Q1,Q1,Q5,Q3,Q5,Q1,Q5,Q1,Q2,Q5,Q5,Q2,Q5,Q5,Q5,Q2,Q5,Q5,Q2,Q5,Q1,Q2,Q5,Q2
3077,Q2,Q4,Q3,Q5,Q5,Q5,Q5,Q5,Q5,Q5,Q5,Q4,Q5,Q5,Q1,Q2,Q5,Q2,Q5,Q3,Q1,Q5,Q4,Q1,Q4,Q1,Q5,Q2,Q4,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q5,Q1,Q4,Q2,Q1,Q3
3078,Q5,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q3,Q4,Q1,Q1,Q1,Q2,Q5,Q5,Q1,Q5,Q1,Q2,Q5,Q1,Q2,Q5,Q1,Q5,Q1,Q5,Q1,Q2,Q5,Q5,Q2,Q5,Q5,Q5,Q4,Q5,Q5,Q2,Q5,Q1,Q2,Q5,Q2
3079,Q3,Q2,Q2,Q2,Q2,Q2,Q5,Q4,Q1,Q2,Q5,Q5,Q4,Q2,Q4,Q2,Q3,Q3,Q3,Q3,Q2,Q5,Q2,Q2,Q3,Q2,Q5,Q3,Q3,Q4,Q3,Q4,Q2,Q3,Q3,Q4,Q2,Q4,Q4,Q3,Q3,Q3,Q4,Q4,Q3
3080,Q4,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q4,Q2,Q2,Q4,Q3,Q4,Q2,Q3,Q2,Q4,Q2,Q2,Q3,Q3,Q2,Q4,Q3,Q3,Q3,Q3,Q3,Q4,Q4,Q4,Q2,Q2,Q4,Q4,Q3,Q4,Q4,Q3,Q3,Q3,Q2,Q4,Q2
3081,Q2,Q4,Q2,Q2,Q3,Q2,Q4,Q2,Q5,Q4,Q3,Q2,Q5,Q5,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q4,Q2,Q2,Q4,Q4,Q2,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q3,Q4,Q2,Q3,Q3
3082,Q1,Q5,Q3,Q3,Q2,Q3,Q4,Q5,Q3,Q3,Q5,Q5,Q5,Q2,Q2,Q3,Q3,Q3,Q2,Q4,Q1,Q5,Q3,Q1,Q3,Q1,Q5,Q1,Q4,Q5,Q1,Q1,Q4,Q1,Q1,Q1,Q3,Q1,Q1,Q2,Q2,Q3,Q2,Q2,Q2
3083,Q3,Q3,Q2,Q3,Q1,Q3,Q4,Q5,Q4,Q5,Q5,Q5,Q5,Q5,Q1,Q1,Q4,Q1,Q4,Q3,Q1,Q5,Q4,Q1,Q4,Q1,Q5,Q1,Q5,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q5,Q1,Q1,Q4,Q1,Q4,Q2,Q2,Q3
3084,NA,NA,NA,NA,NA,NA,Q5,Q2,Q1,NA,Q3,Q2,Q1,Q2,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q5,NA,NA,Q2,NA,NA
3085,Q4,Q1,Q3,Q2,Q2,Q2,Q5,NA,Q3,Q3,Q4,Q4,Q3,Q2,Q3,Q1,Q5,Q1,Q4,Q3,Q3,Q3,Q4,Q2,Q5,Q2,Q4,Q2,Q3,Q2,Q3,Q3,Q2,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q2,Q3,Q5,Q1,Q5
3086,Q5,Q1,Q2,Q1,Q3,Q1,Q1,Q1,Q4,Q2,Q1,Q1,Q1,Q2,Q5,Q5,Q2,Q5,Q2,Q3,Q5,Q2,Q2,Q5,Q2,Q5,Q1,Q5,Q1,Q2,Q5,Q5,Q2,Q5,Q5,Q5,Q4,Q5,Q5,Q2,Q5,Q1,Q2,Q5,Q2
3087,Q1,Q5,Q5,Q4,Q4,Q4,Q4,Q5,Q2,Q4,Q5,Q4,Q3,Q5,Q1,Q1,Q4,Q1,Q4,Q5,Q1,Q3,Q4,Q1,Q4,Q1,Q5,Q2,Q4,Q4,Q1,Q1,Q5,Q1,Q1,Q1,Q4,Q1,Q1,Q3,Q2,Q4,Q5,Q1,Q5
3088,Q1,Q5,Q4,Q3,Q3,Q3,Q4,Q4,Q1,Q1,Q5,Q1,Q3,Q5,Q1,Q1,Q2,Q2,Q2,Q1,Q2,Q5,Q1,Q3,Q2,Q2,Q5,Q1,Q5,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q5,Q1,Q1,Q4,Q1,Q5,Q2,Q1,Q4
3089,Q2,Q4,Q3,Q4,Q3,Q4,Q3,Q4,Q2,Q3,Q4,Q4,Q3,Q4,Q3,Q3,Q2,Q2,Q2,Q5,Q1,Q5,Q3,Q2,Q3,Q2,Q5,Q4,Q4,Q2,Q3,Q3,Q2,Q3,Q3,Q3,Q2,Q3,Q3,Q5,Q1,Q5,Q2,Q3,Q2
3090,Q3,Q3,Q3,Q2,Q3,Q2,Q4,Q4,Q3,Q4,Q3,Q3,Q3,Q4,Q2,Q3,Q3,Q3,Q2,Q3,Q3,Q4,Q1,Q4,Q1,Q4,Q2,Q2,Q4,Q2,Q2,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q2,Q2,Q2,Q2
3091,Q4,Q1,Q2,Q4,Q3,Q3,Q3,Q2,Q1,Q4,Q2,Q2,Q2,Q2,Q4,Q3,Q2,Q3,Q2,Q1,Q4,Q2,Q3,Q4,Q3,Q4,Q2,Q4,Q2,Q2,Q3,Q4,Q4,Q3,Q3,Q4,Q2,Q4,Q4,Q4,Q3,Q3,Q2,Q4,Q2
3092,Q3,Q3,Q5,Q3,Q4,Q4,Q3,Q3,Q3,Q2,Q3,Q3,Q4,Q2,Q3,Q4,Q2,Q4,Q2,Q2,Q3,Q2,Q2,Q2,Q1,Q3,Q3,Q2,Q3,Q2,Q3,Q3,Q2,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q4,Q4,Q2,Q3,Q2
3093,Q2,Q4,Q4,Q3,Q4,Q3,Q3,Q5,Q4,Q4,Q3,Q4,Q5,Q5,Q1,Q2,Q4,Q2,Q4,Q1,Q3,Q3,Q3,Q2,Q1,Q3,Q3,Q2,Q4,Q2,Q1,Q2,Q2,Q1,Q1,Q2,Q5,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q5
3094,Q4,Q2,Q1,Q1,Q4,Q1,Q3,Q2,Q4,Q5,Q2,Q4,Q3,Q4,Q2,Q4,Q1,Q4,Q1,Q2,Q4,Q2,Q2,Q4,Q1,Q4,Q1,Q4,Q2,Q2,Q2,Q2,Q2,Q3,Q2,Q2,Q5,Q2,Q3,Q2,Q3,Q1,Q2,Q3,Q2
3095,Q4,Q2,Q3,Q3,Q3,Q3,Q4,Q3,Q3,Q2,Q4,Q3,Q4,Q5,Q2,Q2,Q3,Q3,Q3,Q4,Q2,Q4,Q4,Q3,Q3,Q2,Q2,Q2,Q4,Q5,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q2,Q2,Q4,Q2,Q3,Q4,Q2,Q4
3097,Q3,Q3,Q1,Q1,Q1,Q1,Q4,Q3,Q1,Q3,Q5,Q5,Q4,Q2,Q4,Q2,Q4,Q3,Q3,Q1,Q3,Q4,Q1,Q4,Q1,Q4,Q2,Q3,Q3,Q4,Q4,Q4,Q2,Q3,Q4,Q4,Q2,Q4,Q4,Q2,Q4,Q2,Q2,Q4,Q2
3098,Q2,Q4,Q4,Q2,Q4,Q3,Q2,Q4,Q4,Q5,Q4,Q5,Q5,Q2,Q3,Q4,Q1,Q4,Q1,Q1,Q4,Q1,Q1,Q4,Q2,Q3,Q3,Q4,Q1,Q2,Q3,Q3,Q2,Q4,Q3,Q3,Q2,Q3,Q2,Q2,Q4,Q1,Q2,Q2,Q2
3099,Q4,Q2,Q1,Q1,Q1,Q1,Q2,Q2,Q5,Q2,Q2,Q2,Q3,Q4,Q3,Q4,Q2,Q4,Q2,Q1,Q4,Q1,Q1,Q4,Q1,Q4,Q2,Q4,Q2,Q2,Q3,Q3,Q2,Q4,Q3,Q3,Q2,Q3,Q3,Q2,Q4,Q2,Q2,Q3,Q2
3100,Q4,Q2,Q1,Q1,Q2,Q1,Q2,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q5,Q4,Q2,Q4,Q2,Q1,Q4,Q2,Q2,Q4,Q1,Q4,Q2,Q5,Q1,Q2,Q5,Q4,Q2,Q4,Q5,Q4,Q2,Q4,Q5,Q3,Q4,Q4,Q2,Q5,Q2
3101,Q1,Q5,Q4,Q5,Q5,Q5,Q3,Q4,Q2,Q5,Q3,Q4,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q4,Q2,Q3,Q4,Q3,Q4,Q3,Q2,Q3,Q3,Q2,Q2,Q2,Q4,Q3,Q2,Q2,Q3,Q2,Q2,Q4,Q3,Q3,Q5,Q2,Q3
3102,Q2,Q4,Q1,Q3,Q2,Q3,Q2,Q4,Q5,Q5,Q2,Q4,Q5,Q2,Q2,Q1,Q4,Q1,Q4,Q1,Q2,Q3,Q1,Q3,Q3,Q3,Q3,Q2,Q4,Q2,Q3,Q3,Q2,Q4,Q3,Q3,Q2,Q3,Q2,Q2,Q2,Q3,Q2,Q1,Q4
3103,Q3,Q3,Q2,Q3,Q3,Q2,Q2,Q2,Q4,Q2,Q2,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q2,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q4,Q3,Q2,Q4,Q4,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q4,Q3,Q4
3104,Q1,Q5,Q5,Q5,Q5,Q5,Q5,Q5,Q2,Q4,Q5,Q5,Q5,Q5,Q1,Q1,Q4,Q1,Q4,Q5,Q1,Q5,Q5,Q1,Q5,Q1,Q5,Q2,Q4,Q5,Q1,Q1,Q5,Q1,Q1,Q1,Q5,Q1,Q1,Q5,Q1,Q5,Q5,Q1,Q5
3105,Q2,Q4,Q5,Q5,Q5,Q5,Q5,Q5,Q1,Q1,Q5,Q2,Q2,Q2,Q3,Q1,Q5,Q1,Q5,Q3,Q2,Q5,Q5,Q1,Q5,Q2,Q5,Q1,Q5,Q2,Q3,Q3,Q2,Q4,Q3,Q3,Q2,Q3,Q3,Q5,Q1,Q5,Q5,Q2,Q5
3106,Q4,Q2,Q2,Q2,Q2,Q2,Q3,Q2,Q3,Q2,Q2,Q4,Q3,Q2,Q5,Q4,Q2,Q4,Q2,Q2,Q4,Q2,Q3,Q4,Q3,Q4,Q2,Q3,Q3,Q2,Q4,Q4,Q2,Q3,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q2,Q2,Q4,Q2
3107,Q4,Q2,Q2,Q3,Q2,Q2,Q1,Q2,Q1,Q3,Q1,Q2,Q4,Q2,Q3,Q3,Q2,Q3,Q2,Q1,Q4,Q1,Q4,Q4,Q3,Q4,Q1,Q4,Q2,Q2,Q3,Q3,Q2,Q4,Q3,Q3,Q3,Q3,Q3,Q3,Q4,Q2,Q2,Q3,Q3
3108,Q3,Q2,Q2,Q3,Q2,Q3,Q3,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q4,Q2,Q4,Q3,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q3,Q3,Q4,Q1,Q2,Q4,Q4,Q2,Q4,Q4,Q4,Q2,Q4,Q4,Q3,Q3,Q3,Q2,Q4,Q2
3109,Q4,Q2,Q2,Q3,Q3,Q3,Q1,Q2,Q1,Q4,Q2,Q2,Q2,Q4,Q3,Q4,Q2,Q4,Q2,Q1,Q4,Q2,Q3,Q5,Q2,Q5,Q1,Q4,Q1,Q2,Q4,Q4,Q2,Q4,Q4,Q4,Q2,Q4,Q4,Q3,Q4,Q3,Q2,Q5,Q2
3110,Q4,Q2,Q1,Q1,Q1,Q1,Q2,Q3,Q5,Q4,Q3,Q4,Q3,Q2,Q4,Q4,Q3,Q4,Q3,Q2,Q4,Q1,Q2,Q4,Q4,Q3,Q2,Q2,Q3,Q2,Q4,Q4,Q2,Q3,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q2
3111,Q1,Q5,Q5,Q5,Q5,Q5,Q5,Q5,Q2,Q3,Q5,Q3,Q4,Q5,Q1,Q2,Q4,Q2,Q4,Q5,Q1,Q5,Q4,Q1,Q5,Q1,Q5,Q1,Q5,Q5,Q1,Q1,Q5,Q1,Q1,Q1,Q5,Q1,Q1,Q5,Q1,Q5,Q5,Q1,Q5
3112,Q1,Q5,Q5,Q5,Q5,Q5,Q5,Q5,Q1,Q3,Q5,Q3,Q2,Q5,Q1,Q1,Q5,Q1,Q5,Q5,Q1,Q5,Q5,Q1,Q5,Q1,Q5,Q1,Q5,Q5,Q1,Q1,Q5,Q1,Q1,Q1,Q5,Q1,Q1,Q5,Q1,Q5,Q5,Q1,Q5
3113,Q5,Q1,Q2,Q2,Q3,Q2,Q1,Q1,Q5,Q1,Q1,Q1,Q1,Q2,Q5,Q5,Q1,Q5,Q1,Q3,Q5,Q1,Q2,Q5,Q1,Q5,Q1,Q5,Q1,Q2,Q5,Q5,Q2,Q5,Q5,Q5,Q2,Q5,Q5,Q2,Q5,Q1,Q2,Q5,Q2
3114,Q2,Q4,Q5,Q4,Q4,Q4,Q3,Q3,Q4,Q4,Q2,Q2,Q4,Q2,Q3,Q3,Q1,Q3,Q1,Q1,Q2,Q5,Q4,Q2,Q4,Q2,Q5,Q4,Q1,Q5,Q1,Q1,Q2,Q1,Q1,Q1,Q5,Q1,Q2,Q2,Q3,Q1,Q2,Q2,Q5
3115,Q1,Q5,Q5,Q5,Q5,Q5,Q5,Q5,Q1,Q1,Q5,Q4,Q2,Q5,Q1,Q3,Q2,Q1,Q5,Q5,Q1,Q5,Q5,Q1,Q5,Q1,Q5,Q1,Q5,Q5,Q1,Q1,Q5,Q1,Q1,Q1,Q5,Q1,Q1,Q5,Q1,Q5,Q2,Q1,Q4
3116,Q3,Q3,Q3,Q5,Q4,Q5,Q5,Q5,Q4,Q4,Q5,Q5,Q5,Q4,Q2,Q1,Q5,Q1,Q5,Q2,Q3,Q3,Q4,Q1,Q5,Q1,Q5,Q1,Q4,Q4,Q1,Q2,Q2,Q2,Q1,Q2,Q4,Q2,Q2,Q5,Q1,Q5,Q2,Q4,Q2
3117,Q3,Q3,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q2,Q4,Q5,Q4,Q5,Q2,Q2,Q4,Q2,Q4,Q2,Q3,Q2,Q2,Q3,Q3,Q2,Q3,Q2,Q4,Q5,Q1,Q1,Q5,Q1,Q1,Q1,Q5,Q1,Q1,Q4,Q2,Q4,Q4,Q1,Q5
