"","ONS_name","ONS_ID","pop","name","value"
"553","carson_grove_carson_meadows_3022","3022","general","number_of_pop_living_alone_i_e_1_person_household","1570"
"554","carson_grove_carson_meadows_3022","3022","general","average_household_size","2.2"
"555","carson_grove_carson_meadows_3022","3022","general","number_of_owner_households","2320"
"556","carson_grove_carson_meadows_3022","3022","general","percent_of_owner_households","0.503800217"
"557","carson_grove_carson_meadows_3022","3022","general","percent_of_renter_households","0.496199783"
"558","carson_grove_carson_meadows_3022","3022","general","percent_of_households_living_in_core_housing_need","0.134894091"
"559","carson_grove_carson_meadows_3022","3022","general","number_of_households_living_in_core_housing_need","605"
"560","carson_grove_carson_meadows_3022","3022","general","percent_of_owner_households_in_core_housing_need","6.5"
"561","carson_grove_carson_meadows_3022","3022","general","median_monthly_shelter_costs_for_owned_dwellings","1160"
"562","carson_grove_carson_meadows_3022","3022","general","average_monthly_shelter_costs_for_owned_dwellings","1428"
"563","carson_grove_carson_meadows_3022","3022","general","number_of_tenant_households","2290"
"564","carson_grove_carson_meadows_3022","3022","general","percent_of_tenant_households_living_in_subsidized_housing","22.9"
"565","carson_grove_carson_meadows_3022","3022","general","percent_of_renter_households_in_core_housing_need","21"
"566","carson_grove_carson_meadows_3022","3022","general","median_monthly_shelter_costs_for_rented_dwellings","1390"
"567","carson_grove_carson_meadows_3022","3022","general","average_monthly_shelter_costs_for_rented_dwellings","1402"
"568","carson_grove_carson_meadows_3022","3022","general","average_size_of_census_families","2.8"
"569","carson_grove_carson_meadows_3022","3022","general","percent_of_census_families_that_are_one_parent_families","0.234042553"
"570","carson_grove_carson_meadows_3022","3022","general","number_of_one_parent_families","660"
"571","carson_grove_carson_meadows_3022","3022","general","percent_of_all_census_families_that_are_one_parent_families","0.234042553"
"572","carson_grove_carson_meadows_3022","3022","general","average_number_of_children_in_census_families_with_children","1.8"
"573","carson_grove_carson_meadows_3022","3022","general","average_after_tax_income_of_all_economic_families","105300"
"574","carson_grove_carson_meadows_3022","3022","general","average_after_tax_income_of_couple_with_children_economic_families","123000"
"575","carson_grove_carson_meadows_3022","3022","general","average_after_tax_income_of_one_parent_economic_families","71600"
"576","centrepointe_briargreen_3023","3023","general","number_of_children_living_in_one_parent_families","670"
"577","centrepointe_briargreen_3023","3023","general","percent_of_children_living_in_one_parent_families","0.253308129"
"578","centrepointe_briargreen_3023","3023","general","number_of_pop_living_alone_i_e_1_person_household","810"
"579","centrepointe_briargreen_3023","3023","general","average_household_size","2.5"
"580","centrepointe_briargreen_3023","3023","general","number_of_owner_households","2520"
"581","centrepointe_briargreen_3023","3023","general","percent_of_owner_households","0.701949861"
"582","centrepointe_briargreen_3023","3023","general","percent_of_renter_households","0.299442897"
"583","centrepointe_briargreen_3023","3023","general","percent_of_households_living_in_core_housing_need","0.086206897"
"584","centrepointe_briargreen_3023","3023","general","number_of_households_living_in_core_housing_need","300"
"585","centrepointe_briargreen_3023","3023","general","percent_of_owner_households_in_core_housing_need","4.6"
"586","centrepointe_briargreen_3023","3023","general","median_monthly_shelter_costs_for_owned_dwellings","1020"
"587","centrepointe_briargreen_3023","3023","general","average_monthly_shelter_costs_for_owned_dwellings","1462"
"588","centrepointe_briargreen_3023","3023","general","number_of_tenant_households","1070"
"589","centrepointe_briargreen_3023","3023","general","percent_of_tenant_households_living_in_subsidized_housing","13.6"
"590","centrepointe_briargreen_3023","3023","general","percent_of_renter_households_in_core_housing_need","18.5"
"591","centrepointe_briargreen_3023","3023","general","median_monthly_shelter_costs_for_rented_dwellings","1600"
"592","centrepointe_briargreen_3023","3023","general","average_monthly_shelter_costs_for_rented_dwellings","1564"
"593","centrepointe_briargreen_3023","3023","general","average_size_of_census_families","2.9"
"594","centrepointe_briargreen_3023","3023","general","percent_of_census_families_that_are_one_parent_families","0.164092664"
"595","centrepointe_briargreen_3023","3023","general","number_of_one_parent_families","425"
"596","centrepointe_briargreen_3023","3023","general","percent_of_all_census_families_that_are_one_parent_families","0.164092664"
"597","centrepointe_briargreen_3023","3023","general","average_number_of_children_in_census_families_with_children","1.7"
"598","centrepointe_briargreen_3023","3023","general","average_after_tax_income_of_all_economic_families","138600"
"599","centrepointe_briargreen_3023","3023","general","average_after_tax_income_of_couple_with_children_economic_families","153000"
"600","centrepointe_briargreen_3023","3023","general","average_after_tax_income_of_one_parent_economic_families","72000"
"601","centretown_3024","3024","general","number_of_children_living_in_one_parent_families","915"
"602","centretown_3024","3024","general","percent_of_children_living_in_one_parent_families","0.302479339"
"603","centretown_3024","3024","general","number_of_pop_living_alone_i_e_1_person_household","12285"
"604","centretown_3024","3024","general","average_household_size","1.5"
"605","centretown_3024","3024","general","number_of_owner_households","5025"
"606","centretown_3024","3024","general","percent_of_owner_households","0.247110893"
"607","centretown_3024","3024","general","percent_of_renter_households","0.752889107"
"608","centretown_3024","3024","general","percent_of_households_living_in_core_housing_need","0.157378741"
"609","centretown_3024","3024","general","number_of_households_living_in_core_housing_need","3050"
"610","centretown_3024","3024","general","percent_of_owner_households_in_core_housing_need","5.1"
"611","centretown_3024","3024","general","median_monthly_shelter_costs_for_owned_dwellings","1800"
"612","centretown_3024","3024","general","average_monthly_shelter_costs_for_owned_dwellings","1898"
"613","centretown_3024","3024","general","number_of_tenant_households","15310"
"614","centretown_3024","3024","general","percent_of_tenant_households_living_in_subsidized_housing","12.5"
"615","centretown_3024","3024","general","percent_of_renter_households_in_core_housing_need","19.4"
"616","centretown_3024","3024","general","median_monthly_shelter_costs_for_rented_dwellings","1350"
"617","centretown_3024","3024","general","average_monthly_shelter_costs_for_rented_dwellings","1360"
"618","centretown_3024","3024","general","average_size_of_census_families","2.4"
"619","centretown_3024","3024","general","percent_of_census_families_that_are_one_parent_families","0.111710324"
"620","centretown_3024","3024","general","number_of_one_parent_families","725"
"621","centretown_3024","3024","general","percent_of_all_census_families_that_are_one_parent_families","0.111710324"
"622","centretown_3024","3024","general","average_number_of_children_in_census_families_with_children","1.5"
"623","centretown_3024","3024","general","average_after_tax_income_of_all_economic_families","130600"
"624","centretown_3024","3024","general","average_after_tax_income_of_couple_with_children_economic_families","117000"
"625","centretown_3024","3024","general","average_after_tax_income_of_one_parent_economic_families","69800"
"626","chapel_hill_north_3025","3025","general","number_of_children_living_in_one_parent_families","915"
"627","chapel_hill_north_3025","3025","general","percent_of_children_living_in_one_parent_families","0.231939163"
"628","chapel_hill_north_3025","3025","general","number_of_pop_living_alone_i_e_1_person_household","765"
"629","chapel_hill_north_3025","3025","general","average_household_size","2.7"
"630","chapel_hill_north_3025","3025","general","number_of_owner_households","3515"
"631","chapel_hill_north_3025","3025","general","percent_of_owner_households","0.802511416"
"632","chapel_hill_north_3025","3025","general","percent_of_renter_households","0.197488584"
"633","chapel_hill_north_3025","3025","general","percent_of_households_living_in_core_housing_need","0.050984936"
"634","chapel_hill_north_3025","3025","general","number_of_households_living_in_core_housing_need","220"
"635","chapel_hill_north_3025","3025","general","percent_of_owner_households_in_core_housing_need","2"
"636","chapel_hill_north_3025","3025","general","median_monthly_shelter_costs_for_owned_dwellings","1160"
"637","chapel_hill_north_3025","3025","general","average_monthly_shelter_costs_for_owned_dwellings","1436"
"638","chapel_hill_north_3025","3025","general","number_of_tenant_households","865"
"639","chapel_hill_north_3025","3025","general","percent_of_tenant_households_living_in_subsidized_housing","9.2"
"640","chapel_hill_north_3025","3025","general","percent_of_renter_households_in_core_housing_need","17.3"
"641","chapel_hill_north_3025","3025","general","median_monthly_shelter_costs_for_rented_dwellings","1840"
"642","chapel_hill_north_3025","3025","general","average_monthly_shelter_costs_for_rented_dwellings","1744"
"643","chapel_hill_north_3025","3025","general","average_size_of_census_families","3"
"644","chapel_hill_north_3025","3025","general","percent_of_census_families_that_are_one_parent_families","0.158485273"
"645","chapel_hill_north_3025","3025","general","number_of_one_parent_families","565"
"646","chapel_hill_north_3025","3025","general","percent_of_all_census_families_that_are_one_parent_families","0.158485273"
"647","chapel_hill_north_3025","3025","general","average_number_of_children_in_census_families_with_children","1.9"
"648","chapel_hill_north_3025","3025","general","average_after_tax_income_of_all_economic_families","135000"
"649","chapel_hill_north_3025","3025","general","average_after_tax_income_of_couple_with_children_economic_families","144000"
"650","chapel_hill_north_3025","3025","general","average_after_tax_income_of_one_parent_economic_families","93200"
"651","chapel_hill_south_3026","3026","general","number_of_children_living_in_one_parent_families","930"
"652","chapel_hill_south_3026","3026","general","percent_of_children_living_in_one_parent_families","0.180407371"
"653","chapel_hill_south_3026","3026","general","number_of_pop_living_alone_i_e_1_person_household","715"
"654","chapel_hill_south_3026","3026","general","average_household_size","2.9"
"655","chapel_hill_south_3026","3026","general","number_of_owner_households","4200"
"656","chapel_hill_south_3026","3026","general","percent_of_owner_households","0.864197531"
"657","chapel_hill_south_3026","3026","general","percent_of_renter_households","0.136831276"
"658","chapel_hill_south_3026","3026","general","percent_of_households_living_in_core_housing_need","0.042708333"
"659","chapel_hill_south_3026","3026","general","number_of_households_living_in_core_housing_need","205"
"660","chapel_hill_south_3026","3026","general","percent_of_owner_households_in_core_housing_need","2.9"
"661","chapel_hill_south_3026","3026","general","median_monthly_shelter_costs_for_owned_dwellings","1940"
"662","chapel_hill_south_3026","3026","general","average_monthly_shelter_costs_for_owned_dwellings","1886"
"663","chapel_hill_south_3026","3026","general","number_of_tenant_households","660"
"664","chapel_hill_south_3026","3026","general","percent_of_tenant_households_living_in_subsidized_housing","2.3"
"665","chapel_hill_south_3026","3026","general","percent_of_renter_households_in_core_housing_need","12.4"
"666","chapel_hill_south_3026","3026","general","median_monthly_shelter_costs_for_rented_dwellings","2000"
"667","chapel_hill_south_3026","3026","general","average_monthly_shelter_costs_for_rented_dwellings","1880"
"668","chapel_hill_south_3026","3026","general","average_size_of_census_families","3.1"
"669","chapel_hill_south_3026","3026","general","percent_of_census_families_that_are_one_parent_families","0.130277443"
"670","chapel_hill_south_3026","3026","general","number_of_one_parent_families","540"
"671","chapel_hill_south_3026","3026","general","percent_of_all_census_families_that_are_one_parent_families","0.130277443"
"672","chapel_hill_south_3026","3026","general","average_number_of_children_in_census_families_with_children","1.9"
"673","chapel_hill_south_3026","3026","general","average_after_tax_income_of_all_economic_families","136400"
"674","chapel_hill_south_3026","3026","general","average_after_tax_income_of_couple_with_children_economic_families","145000"
"675","chapel_hill_south_3026","3026","general","average_after_tax_income_of_one_parent_economic_families","101200"
"676","chapman_mills_3027","3027","general","number_of_children_living_in_one_parent_families","715"
"677","chapman_mills_3027","3027","general","percent_of_children_living_in_one_parent_families","0.148186528"
"678","chapman_mills_3027","3027","general","number_of_pop_living_alone_i_e_1_person_household","505"
"679","chapman_mills_3027","3027","general","average_household_size","3.2"
"680","chapman_mills_3027","3027","general","number_of_owner_households","2720"
"681","chapman_mills_3027","3027","general","percent_of_owner_households","0.71957672"
"682","chapman_mills_3027","3027","general","percent_of_renter_households","0.279100529"
"683","chapman_mills_3027","3027","general","percent_of_households_living_in_core_housing_need","0.093369418"
"684","chapman_mills_3027","3027","general","number_of_households_living_in_core_housing_need","345"
"685","chapman_mills_3027","3027","general","percent_of_owner_households_in_core_housing_need","5.2"
"686","chapman_mills_3027","3027","general","median_monthly_shelter_costs_for_owned_dwellings","1760"
"687","chapman_mills_3027","3027","general","average_monthly_shelter_costs_for_owned_dwellings","1768"
"688","chapman_mills_3027","3027","general","number_of_tenant_households","1060"
"689","chapman_mills_3027","3027","general","percent_of_tenant_households_living_in_subsidized_housing","0"
"690","chapman_mills_3027","3027","general","percent_of_renter_households_in_core_housing_need","19.9"
"691","chapman_mills_3027","3027","general","median_monthly_shelter_costs_for_rented_dwellings","1940"
"692","chapman_mills_3027","3027","general","average_monthly_shelter_costs_for_rented_dwellings","1908"
"693","chapman_mills_3027","3027","general","average_size_of_census_families","3.3"
"694","chapman_mills_3027","3027","general","percent_of_census_families_that_are_one_parent_families","0.13740458"
"695","chapman_mills_3027","3027","general","number_of_one_parent_families","450"
"696","chapman_mills_3027","3027","general","percent_of_all_census_families_that_are_one_parent_families","0.13740458"
"697","chapman_mills_3027","3027","general","average_number_of_children_in_census_families_with_children","2"
"698","chapman_mills_3027","3027","general","average_after_tax_income_of_all_economic_families","119600"
"699","chapman_mills_3027","3027","general","average_after_tax_income_of_couple_with_children_economic_families","129000"
"700","chapman_mills_3027","3027","general","average_after_tax_income_of_one_parent_economic_families","88400"
"701","city_view_3028","3028","general","number_of_children_living_in_one_parent_families","390"
"702","city_view_3028","3028","general","percent_of_children_living_in_one_parent_families","0.266211604"
"703","city_view_3028","3028","general","number_of_pop_living_alone_i_e_1_person_household","565"
"704","city_view_3028","3028","general","average_household_size","2.7"
"705","city_view_3028","3028","general","number_of_owner_households","1190"
"706","city_view_3028","3028","general","percent_of_owner_households","0.501052632"
"707","city_view_3028","3028","general","percent_of_renter_households","0.503157895"
"708","city_view_3028","3028","general","percent_of_households_living_in_core_housing_need","0.130530973"
"709","city_view_3028","3028","general","number_of_households_living_in_core_housing_need","295"
"710","city_view_3028","3028","general","percent_of_owner_households_in_core_housing_need","6.9"
"711","city_view_3028","3028","general","median_monthly_shelter_costs_for_owned_dwellings","950"
"712","city_view_3028","3028","general","average_monthly_shelter_costs_for_owned_dwellings","1520"
"713","city_view_3028","3028","general","number_of_tenant_households","1190"
"714","city_view_3028","3028","general","percent_of_tenant_households_living_in_subsidized_housing","2.9"
"715","city_view_3028","3028","general","percent_of_renter_households_in_core_housing_need","20"
"716","city_view_3028","3028","general","median_monthly_shelter_costs_for_rented_dwellings","1620"
"717","city_view_3028","3028","general","average_monthly_shelter_costs_for_rented_dwellings","1640"
"718","city_view_3028","3028","general","average_size_of_census_families","2.8"
"719","city_view_3028","3028","general","percent_of_census_families_that_are_one_parent_families","0.184931507"
"720","city_view_3028","3028","general","number_of_one_parent_families","270"
"721","city_view_3028","3028","general","percent_of_all_census_families_that_are_one_parent_families","0.184931507"
"722","city_view_3028","3028","general","average_number_of_children_in_census_families_with_children","1.7"
"723","city_view_3028","3028","general","average_after_tax_income_of_all_economic_families","112900"
"724","city_view_3028","3028","general","average_after_tax_income_of_couple_with_children_economic_families","138000"
"725","city_view_3028","3028","general","average_after_tax_income_of_one_parent_economic_families","75000"
"726","civic_hospital_3029","3029","general","number_of_children_living_in_one_parent_families","215"
"727","civic_hospital_3029","3029","general","percent_of_children_living_in_one_parent_families","0.155797101"
"728","civic_hospital_3029","3029","general","number_of_pop_living_alone_i_e_1_person_household","820"
"729","civic_hospital_3029","3029","general","average_household_size","2.2"
"730","civic_hospital_3029","3029","general","number_of_owner_households","1655"
"731","civic_hospital_3029","3029","general","percent_of_owner_households","0.654150198"
"732","civic_hospital_3029","3029","general","percent_of_renter_households","0.345849802"
"733","civic_hospital_3029","3029","general","percent_of_households_living_in_core_housing_need","0.081761006"
"734","civic_hospital_3029","3029","general","number_of_households_living_in_core_housing_need","195"
"735","civic_hospital_3029","3029","general","percent_of_owner_households_in_core_housing_need","3.4"
"736","civic_hospital_3029","3029","general","median_monthly_shelter_costs_for_owned_dwellings","1720"
"737","civic_hospital_3029","3029","general","average_monthly_shelter_costs_for_owned_dwellings","1992"
"738","civic_hospital_3029","3029","general","number_of_tenant_households","875"
"739","civic_hospital_3029","3029","general","percent_of_tenant_households_living_in_subsidized_housing","3.4"
"740","civic_hospital_3029","3029","general","percent_of_renter_households_in_core_housing_need","19"
"741","civic_hospital_3029","3029","general","median_monthly_shelter_costs_for_rented_dwellings","1520"
"742","civic_hospital_3029","3029","general","average_monthly_shelter_costs_for_rented_dwellings","1648"
"743","civic_hospital_3029","3029","general","average_size_of_census_families","2.8"
"744","civic_hospital_3029","3029","general","percent_of_census_families_that_are_one_parent_families","0.091205212"
"745","civic_hospital_3029","3029","general","number_of_one_parent_families","140"
"746","civic_hospital_3029","3029","general","percent_of_all_census_families_that_are_one_parent_families","0.091205212"
"747","civic_hospital_3029","3029","general","average_number_of_children_in_census_families_with_children","1.8"
"748","civic_hospital_3029","3029","general","average_after_tax_income_of_all_economic_families","174000"
"749","civic_hospital_3029","3029","general","average_after_tax_income_of_couple_with_children_economic_families","186000"
"750","civic_hospital_3029","3029","general","average_after_tax_income_of_one_parent_economic_families","78000"
"751","colonnade_business_park_3030","3030","general","number_of_children_living_in_one_parent_families",NA
"752","colonnade_business_park_3030","3030","general","percent_of_children_living_in_one_parent_families",NA
"753","colonnade_business_park_3030","3030","general","number_of_pop_living_alone_i_e_1_person_household",NA
"754","colonnade_business_park_3030","3030","general","average_household_size",NA
"755","colonnade_business_park_3030","3030","general","number_of_owner_households",NA
"756","colonnade_business_park_3030","3030","general","percent_of_owner_households",NA
"757","colonnade_business_park_3030","3030","general","percent_of_renter_households",NA
"758","colonnade_business_park_3030","3030","general","percent_of_households_living_in_core_housing_need",NA
"759","colonnade_business_park_3030","3030","general","number_of_households_living_in_core_housing_need",NA
"760","colonnade_business_park_3030","3030","general","percent_of_owner_households_in_core_housing_need",NA
"761","colonnade_business_park_3030","3030","general","median_monthly_shelter_costs_for_owned_dwellings",NA
"762","colonnade_business_park_3030","3030","general","average_monthly_shelter_costs_for_owned_dwellings",NA
"763","colonnade_business_park_3030","3030","general","number_of_tenant_households",NA
"764","colonnade_business_park_3030","3030","general","percent_of_tenant_households_living_in_subsidized_housing",NA
"765","colonnade_business_park_3030","3030","general","percent_of_renter_households_in_core_housing_need",NA
"766","colonnade_business_park_3030","3030","general","median_monthly_shelter_costs_for_rented_dwellings",NA
"767","colonnade_business_park_3030","3030","general","average_monthly_shelter_costs_for_rented_dwellings",NA
"768","colonnade_business_park_3030","3030","general","average_size_of_census_families",NA
"769","colonnade_business_park_3030","3030","general","percent_of_census_families_that_are_one_parent_families",NA
"770","colonnade_business_park_3030","3030","general","number_of_one_parent_families",NA
"771","colonnade_business_park_3030","3030","general","percent_of_all_census_families_that_are_one_parent_families",NA
"772","colonnade_business_park_3030","3030","general","average_number_of_children_in_census_families_with_children",NA
"773","colonnade_business_park_3030","3030","general","average_after_tax_income_of_all_economic_families",NA
"774","colonnade_business_park_3030","3030","general","average_after_tax_income_of_couple_with_children_economic_families",NA
"775","colonnade_business_park_3030","3030","general","average_after_tax_income_of_one_parent_economic_families",NA
"776","constance_bay_3031","3031","general","number_of_children_living_in_one_parent_families","170"
"777","constance_bay_3031","3031","general","percent_of_children_living_in_one_parent_families","0.306306306"
"778","constance_bay_3031","3031","general","number_of_pop_living_alone_i_e_1_person_household","290"
"779","constance_bay_3031","3031","general","average_household_size","2.2"
"780","constance_bay_3031","3031","general","number_of_owner_households","875"
"781","constance_bay_3031","3031","general","percent_of_owner_households","0.888324873"
"782","constance_bay_3031","3031","general","percent_of_renter_households","0.106598985"
"783","constance_bay_3031","3031","general","percent_of_households_living_in_core_housing_need","0.09947644"
"784","constance_bay_3031","3031","general","number_of_households_living_in_core_housing_need","95"
"785","constance_bay_3031","3031","general","percent_of_owner_households_in_core_housing_need","7.6"
"786","constance_bay_3031","3031","general","median_monthly_shelter_costs_for_owned_dwellings","1260"
"787","constance_bay_3031","3031","general","average_monthly_shelter_costs_for_owned_dwellings","1348"
"788","constance_bay_3031","3031","general","number_of_tenant_households","110"
"789","constance_bay_3031","3031","general","percent_of_tenant_households_living_in_subsidized_housing","0"
"790","constance_bay_3031","3031","general","percent_of_renter_households_in_core_housing_need","33.3"
"791","constance_bay_3031","3031","general","median_monthly_shelter_costs_for_rented_dwellings","970"
"792","constance_bay_3031","3031","general","average_monthly_shelter_costs_for_rented_dwellings","1120"
"793","constance_bay_3031","3031","general","average_size_of_census_families","2.7"
"794","constance_bay_3031","3031","general","percent_of_census_families_that_are_one_parent_families","0.165413534"
"795","constance_bay_3031","3031","general","number_of_one_parent_families","110"
"796","constance_bay_3031","3031","general","percent_of_all_census_families_that_are_one_parent_families","0.165413534"
"797","constance_bay_3031","3031","general","average_number_of_children_in_census_families_with_children","1.6"
"798","constance_bay_3031","3031","general","average_after_tax_income_of_all_economic_families","112000"
"799","constance_bay_3031","3031","general","average_after_tax_income_of_couple_with_children_economic_families","127000"
"800","constance_bay_3031","3031","general","average_after_tax_income_of_one_parent_economic_families","73000"
"801","convent_glen_orleans_woods_3032","3032","general","number_of_children_living_in_one_parent_families","1095"
"802","convent_glen_orleans_woods_3032","3032","general","percent_of_children_living_in_one_parent_families","0.255841121"
"803","convent_glen_orleans_woods_3032","3032","general","number_of_pop_living_alone_i_e_1_person_household","1370"
"804","convent_glen_orleans_woods_3032","3032","general","average_household_size","2.5"
"805","convent_glen_orleans_woods_3032","3032","general","number_of_owner_households","4915"
"806","convent_glen_orleans_woods_3032","3032","general","percent_of_owner_households","0.837308348"
"807","convent_glen_orleans_woods_3032","3032","general","percent_of_renter_households","0.162691652"
"808","convent_glen_orleans_woods_3032","3032","general","percent_of_households_living_in_core_housing_need","0.087931034"
"809","convent_glen_orleans_woods_3032","3032","general","number_of_households_living_in_core_housing_need","510"
"810","convent_glen_orleans_woods_3032","3032","general","percent_of_owner_households_in_core_housing_need","4"
"811","convent_glen_orleans_woods_3032","3032","general","median_monthly_shelter_costs_for_owned_dwellings","1240"
"812","convent_glen_orleans_woods_3032","3032","general","average_monthly_shelter_costs_for_owned_dwellings","1400"
"813","convent_glen_orleans_woods_3032","3032","general","number_of_tenant_households","960"
"814","convent_glen_orleans_woods_3032","3032","general","percent_of_tenant_households_living_in_subsidized_housing","6.8"
"815","convent_glen_orleans_woods_3032","3032","general","percent_of_renter_households_in_core_housing_need","33.2"
"816","convent_glen_orleans_woods_3032","3032","general","median_monthly_shelter_costs_for_rented_dwellings","1510"
"817","convent_glen_orleans_woods_3032","3032","general","average_monthly_shelter_costs_for_rented_dwellings","1504"
"818","convent_glen_orleans_woods_3032","3032","general","average_size_of_census_families","2.8"
"819","convent_glen_orleans_woods_3032","3032","general","percent_of_census_families_that_are_one_parent_families","0.17114094"
"820","convent_glen_orleans_woods_3032","3032","general","number_of_one_parent_families","765"
"821","convent_glen_orleans_woods_3032","3032","general","percent_of_all_census_families_that_are_one_parent_families","0.17114094"
"822","convent_glen_orleans_woods_3032","3032","general","average_number_of_children_in_census_families_with_children","1.7"
"823","convent_glen_orleans_woods_3032","3032","general","average_after_tax_income_of_all_economic_families","118400"
"824","convent_glen_orleans_woods_3032","3032","general","average_after_tax_income_of_couple_with_children_economic_families","139000"
"825","convent_glen_orleans_woods_3032","3032","general","average_after_tax_income_of_one_parent_economic_families","88400"
"826","corkery_3033","3033","general","number_of_children_living_in_one_parent_families","145"
"827","corkery_3033","3033","general","percent_of_children_living_in_one_parent_families","0.114624506"
"828","corkery_3033","3033","general","number_of_pop_living_alone_i_e_1_person_household","115"
"829","corkery_3033","3033","general","average_household_size","3"
"830","corkery_3033","3033","general","number_of_owner_households","1240"
"831","corkery_3033","3033","general","percent_of_owner_households","0.97254902"
"832","corkery_3033","3033","general","percent_of_renter_households","0.02745098"
"833","corkery_3033","3033","general","percent_of_households_living_in_core_housing_need","0.04"
"834","corkery_3033","3033","general","number_of_households_living_in_core_housing_need","50"
"835","corkery_3033","3033","general","percent_of_owner_households_in_core_housing_need","3.3"
"836","corkery_3033","3033","general","median_monthly_shelter_costs_for_owned_dwellings","1640"
"837","corkery_3033","3033","general","average_monthly_shelter_costs_for_owned_dwellings","1756"
"838","corkery_3033","3033","general","number_of_tenant_households","35"
"839","corkery_3033","3033","general","percent_of_tenant_households_living_in_subsidized_housing","0"
"840","corkery_3033","3033","general","percent_of_renter_households_in_core_housing_need","0"
"841","corkery_3033","3033","general","median_monthly_shelter_costs_for_rented_dwellings",NA
"842","corkery_3033","3033","general","average_monthly_shelter_costs_for_rented_dwellings","1200"
"843","corkery_3033","3033","general","average_size_of_census_families","3"
"844","corkery_3033","3033","general","percent_of_census_families_that_are_one_parent_families","0.090909091"
"845","corkery_3033","3033","general","number_of_one_parent_families","110"
"846","corkery_3033","3033","general","percent_of_all_census_families_that_are_one_parent_families","0.090909091"
"847","corkery_3033","3033","general","average_number_of_children_in_census_families_with_children","1.8"
"848","corkery_3033","3033","general","average_after_tax_income_of_all_economic_families","144000"
"849","corkery_3033","3033","general","average_after_tax_income_of_couple_with_children_economic_families","153000"
"850","corkery_3033","3033","general","average_after_tax_income_of_one_parent_economic_families","100000"
"851","craig_henry_manordale_3034","3034","general","number_of_children_living_in_one_parent_families","820"
"852","craig_henry_manordale_3034","3034","general","percent_of_children_living_in_one_parent_families","0.27749577"
"853","craig_henry_manordale_3034","3034","general","number_of_pop_living_alone_i_e_1_person_household","625"
"854","craig_henry_manordale_3034","3034","general","average_household_size","2.8"
"855","craig_henry_manordale_3034","3034","general","number_of_owner_households","1990"
"856","craig_henry_manordale_3034","3034","general","percent_of_owner_households","0.637820513"
"857","craig_henry_manordale_3034","3034","general","percent_of_renter_households","0.360576923"
"858","craig_henry_manordale_3034","3034","general","percent_of_households_living_in_core_housing_need","0.120915033"
"859","craig_henry_manordale_3034","3034","general","number_of_households_living_in_core_housing_need","370"
"860","craig_henry_manordale_3034","3034","general","percent_of_owner_households_in_core_housing_need","4.8"
"861","craig_henry_manordale_3034","3034","general","median_monthly_shelter_costs_for_owned_dwellings","950"
"862","craig_henry_manordale_3034","3034","general","average_monthly_shelter_costs_for_owned_dwellings","1330"
"863","craig_henry_manordale_3034","3034","general","number_of_tenant_households","1125"
"864","craig_henry_manordale_3034","3034","general","percent_of_tenant_households_living_in_subsidized_housing","8.4"
"865","craig_henry_manordale_3034","3034","general","percent_of_renter_households_in_core_housing_need","25.5"
"866","craig_henry_manordale_3034","3034","general","median_monthly_shelter_costs_for_rented_dwellings","1620"
"867","craig_henry_manordale_3034","3034","general","average_monthly_shelter_costs_for_rented_dwellings","1580"
"868","craig_henry_manordale_3034","3034","general","average_size_of_census_families","3.1"
"869","craig_henry_manordale_3034","3034","general","percent_of_census_families_that_are_one_parent_families","0.201284797"
"870","craig_henry_manordale_3034","3034","general","number_of_one_parent_families","470"
"871","craig_henry_manordale_3034","3034","general","percent_of_all_census_families_that_are_one_parent_families","0.201284797"
"872","craig_henry_manordale_3034","3034","general","average_number_of_children_in_census_families_with_children","2"
"873","craig_henry_manordale_3034","3034","general","average_after_tax_income_of_all_economic_families","111100"
"874","craig_henry_manordale_3034","3034","general","average_after_tax_income_of_couple_with_children_economic_families","118000"
"875","craig_henry_manordale_3034","3034","general","average_after_tax_income_of_one_parent_economic_families","76000"
"876","crestview_tanglewood_3035","3035","general","number_of_children_living_in_one_parent_families","565"
"877","crestview_tanglewood_3035","3035","general","percent_of_children_living_in_one_parent_families","0.234927235"
"878","crestview_tanglewood_3035","3035","general","number_of_pop_living_alone_i_e_1_person_household","755"
"879","crestview_tanglewood_3035","3035","general","average_household_size","2.6"
"880","crestview_tanglewood_3035","3035","general","number_of_owner_households","2210"
"881","crestview_tanglewood_3035","3035","general","percent_of_owner_households","0.701587302"
"882","crestview_tanglewood_3035","3035","general","percent_of_renter_households","0.296825397"
"883","crestview_tanglewood_3035","3035","general","percent_of_households_living_in_core_housing_need","0.085760518"
"884","crestview_tanglewood_3035","3035","general","number_of_households_living_in_core_housing_need","265"
"885","crestview_tanglewood_3035","3035","general","percent_of_owner_households_in_core_housing_need","5.1"
"886","crestview_tanglewood_3035","3035","general","median_monthly_shelter_costs_for_owned_dwellings","1050"
"887","crestview_tanglewood_3035","3035","general","average_monthly_shelter_costs_for_owned_dwellings","1364"
"888","crestview_tanglewood_3035","3035","general","number_of_tenant_households","935"
"889","crestview_tanglewood_3035","3035","general","percent_of_tenant_households_living_in_subsidized_housing","0"
"890","crestview_tanglewood_3035","3035","general","percent_of_renter_households_in_core_housing_need","17.4"
"891","crestview_tanglewood_3035","3035","general","median_monthly_shelter_costs_for_rented_dwellings","1600"
"892","crestview_tanglewood_3035","3035","general","average_monthly_shelter_costs_for_rented_dwellings","1592"
