ONS_ID,data_ID,value
3029,food_grocery_num_per_1000_res_plus_buffer,0
3029,food_grocery_dist_closest_3_popwt,1.58
3029,food_grocery_pct_within_15_mins,0.38
3029,food_resto_num_region_plus_buffer,1
3029,food_resto_num_per_1000_res_plus_buffer,0.17
3029,food_resto_dist_closest_3_popwt,0.65
3029,food_resto_pct_within_15_mins,1
3029,food_specialty_num_region_plus_buffer,2
3029,food_specialty_num_per_1000_res_plus_buffer,0.35
3029,food_specialty_dist_closest_3_popwt,0.7
3029,food_specialty_pct_within_15_mins,0.98
3029,num_people_attached,5730
3029,num_people_uncertainly_attached,1162
3029,total_population_attachment,6892
3029,percent_attached,83.1
3029,percent_uncertaintly_attached,16.9
3029,crime_person_total,81
3029,crime_property_total,150
3029,crime_other_total,16
3029,crime_total,247
3029,crime_person_total_per_1000pop_plus_50m_buffer,14.76
3029,crime_property_total_per_1000pop_plus_50m_buffer,29.17
3029,crime_other_total_per_1000pop_plus_50m_buffer,2.95
3029,crime_total_per_1000pop_plus_50m_buffer,46.88
3029,walkscore_mean,51.62
3029,walkscore_sd,6.94
3029,bikescore_mean,88.23
3029,bikescore_sd,10.46
3029,Deciles,2
3029,Quintiles,1
3030,food_convenience_num_region_plus_buffer,5
3030,food_convenience_num_per_1000_res_plus_buffer,250
3030,food_convenience_dist_closest_3_popwt,NA
3030,food_convenience_pct_within_15_mins,NA
3030,food_fastfood_num_region_plus_buffer,31
3030,food_fastfood_num_per_1000_res_plus_buffer,1550
3030,food_fastfood_dist_closest_3_popwt,NA
3030,food_fastfood_pct_within_15_mins,NA
3030,food_grocery_num_region_plus_buffer,0
3030,food_grocery_num_per_1000_res_plus_buffer,0
3030,food_grocery_dist_closest_3_popwt,NA
3030,food_grocery_pct_within_15_mins,NA
3030,food_resto_num_region_plus_buffer,19
3030,food_resto_num_per_1000_res_plus_buffer,950
3030,food_resto_dist_closest_3_popwt,NA
3030,food_resto_pct_within_15_mins,NA
3030,food_specialty_num_region_plus_buffer,1
3030,food_specialty_num_per_1000_res_plus_buffer,50
3030,food_specialty_dist_closest_3_popwt,NA
3030,food_specialty_pct_within_15_mins,NA
3030,num_people_attached,NA
3030,num_people_uncertainly_attached,NA
3030,total_population_attachment,NA
3030,percent_attached,NA
3030,percent_uncertaintly_attached,NA
3030,crime_person_total,17
3030,crime_property_total,147
3030,crime_other_total,3
3030,crime_total,167
3030,crime_person_total_per_1000pop_plus_50m_buffer,1500
3030,crime_property_total_per_1000pop_plus_50m_buffer,11250
3030,crime_other_total_per_1000pop_plus_50m_buffer,400
3030,crime_total_per_1000pop_plus_50m_buffer,13150
3030,walkscore_mean,20.48
3030,walkscore_sd,9.48
3030,bikescore_mean,62.67
3030,bikescore_sd,6.98
3030,Deciles,NA
3030,Quintiles,NA
3031,food_convenience_num_region_plus_buffer,2
3031,food_convenience_num_per_1000_res_plus_buffer,0.87
3031,food_convenience_dist_closest_3_popwt,3.23
3031,food_convenience_pct_within_15_mins,0.49
3031,food_fastfood_num_region_plus_buffer,2
3031,food_fastfood_num_per_1000_res_plus_buffer,0.87
3031,food_fastfood_dist_closest_3_popwt,2.14
3031,food_fastfood_pct_within_15_mins,0.49
3031,food_grocery_num_region_plus_buffer,0
3031,food_grocery_num_per_1000_res_plus_buffer,0
3031,food_grocery_dist_closest_3_popwt,19.84
3031,food_grocery_pct_within_15_mins,0
3031,food_resto_num_region_plus_buffer,1
3031,food_resto_num_per_1000_res_plus_buffer,0.44
3031,food_resto_dist_closest_3_popwt,5.6
3031,food_resto_pct_within_15_mins,0.11
3031,food_specialty_num_region_plus_buffer,1
3031,food_specialty_num_per_1000_res_plus_buffer,0.44
3031,food_specialty_dist_closest_3_popwt,15.12
3031,food_specialty_pct_within_15_mins,0.38
3031,num_people_attached,2240
3031,num_people_uncertainly_attached,226
3031,total_population_attachment,2466
3031,percent_attached,90.8
3031,percent_uncertaintly_attached,9.2
3031,crime_person_total,11
3031,crime_property_total,22
3031,crime_other_total,2
3031,crime_total,35
3031,crime_person_total_per_1000pop_plus_50m_buffer,5.24
3031,crime_property_total_per_1000pop_plus_50m_buffer,10.04
3031,crime_other_total_per_1000pop_plus_50m_buffer,0.87
3031,crime_total_per_1000pop_plus_50m_buffer,16.16
3031,walkscore_mean,6.19
3031,walkscore_sd,6.14
3031,bikescore_mean,36.46
3031,bikescore_sd,3.81
3031,Deciles,7
3031,Quintiles,4
3032,food_convenience_num_region_plus_buffer,5
3032,food_convenience_num_per_1000_res_plus_buffer,0.34
3032,food_convenience_dist_closest_3_popwt,1.14
3032,food_convenience_pct_within_15_mins,0.79
3032,food_fastfood_num_region_plus_buffer,22
3032,food_fastfood_num_per_1000_res_plus_buffer,1.49
3032,food_fastfood_dist_closest_3_popwt,0.72
3032,food_fastfood_pct_within_15_mins,1
3032,food_grocery_num_region_plus_buffer,1
3032,food_grocery_num_per_1000_res_plus_buffer,0.07
3032,food_grocery_dist_closest_3_popwt,1.58
3032,food_grocery_pct_within_15_mins,0.79
3032,food_resto_num_region_plus_buffer,15
3032,food_resto_num_per_1000_res_plus_buffer,1.02
3032,food_resto_dist_closest_3_popwt,1.34
3032,food_resto_pct_within_15_mins,0.64
3032,food_specialty_num_region_plus_buffer,1
3032,food_specialty_num_per_1000_res_plus_buffer,0.07
3032,food_specialty_dist_closest_3_popwt,1.81
3032,food_specialty_pct_within_15_mins,0.38
3032,num_people_attached,13297
3032,num_people_uncertainly_attached,1762
3032,total_population_attachment,15059
3032,percent_attached,88.3
3032,percent_uncertaintly_attached,11.7
3032,crime_person_total,66
3032,crime_property_total,257
3032,crime_other_total,16
3032,crime_total,339
3032,crime_person_total_per_1000pop_plus_50m_buffer,5.01
3032,crime_property_total_per_1000pop_plus_50m_buffer,18.82
3032,crime_other_total_per_1000pop_plus_50m_buffer,1.22
3032,crime_total_per_1000pop_plus_50m_buffer,25.05
3032,walkscore_mean,37.6
3032,walkscore_sd,17.85
3032,bikescore_mean,61.3
3032,bikescore_sd,9.63
3032,Deciles,5
3032,Quintiles,3
3033,food_convenience_num_region_plus_buffer,0
3033,food_convenience_num_per_1000_res_plus_buffer,0
3033,food_convenience_dist_closest_3_popwt,9.27
3033,food_convenience_pct_within_15_mins,0.01
3033,food_fastfood_num_region_plus_buffer,0
3033,food_fastfood_num_per_1000_res_plus_buffer,0
3033,food_fastfood_dist_closest_3_popwt,9.02
3033,food_fastfood_pct_within_15_mins,0.01
3033,food_grocery_num_region_plus_buffer,0
3033,food_grocery_num_per_1000_res_plus_buffer,0
3033,food_grocery_dist_closest_3_popwt,13.43
3033,food_grocery_pct_within_15_mins,0
3033,food_resto_num_region_plus_buffer,0
3033,food_resto_num_per_1000_res_plus_buffer,0
3033,food_resto_dist_closest_3_popwt,9.49
3033,food_resto_pct_within_15_mins,0
3033,food_specialty_num_region_plus_buffer,0
3033,food_specialty_num_per_1000_res_plus_buffer,0
3033,food_specialty_dist_closest_3_popwt,10.16
3033,food_specialty_pct_within_15_mins,0
3033,num_people_attached,3672
3033,num_people_uncertainly_attached,364
3033,total_population_attachment,4036
3033,percent_attached,91
3033,percent_uncertaintly_attached,9
3033,crime_person_total,19
3033,crime_property_total,28
3033,crime_other_total,5
3033,crime_total,52
3033,crime_person_total_per_1000pop_plus_50m_buffer,4.99
3033,crime_property_total_per_1000pop_plus_50m_buffer,7.87
3033,crime_other_total_per_1000pop_plus_50m_buffer,1.31
3033,crime_total_per_1000pop_plus_50m_buffer,14.17
3033,walkscore_mean,0.24
3033,walkscore_sd,0.78
3033,bikescore_mean,28.52
3033,bikescore_sd,4
3033,Deciles,1
3033,Quintiles,1
3034,food_convenience_num_region_plus_buffer,2
3034,food_convenience_num_per_1000_res_plus_buffer,0.23
3034,food_convenience_dist_closest_3_popwt,1.19
3034,food_convenience_pct_within_15_mins,0.9
3034,food_fastfood_num_region_plus_buffer,3
3034,food_fastfood_num_per_1000_res_plus_buffer,0.34
3034,food_fastfood_dist_closest_3_popwt,0.97
3034,food_fastfood_pct_within_15_mins,0.9
3034,food_grocery_num_region_plus_buffer,0
3034,food_grocery_num_per_1000_res_plus_buffer,0
3034,food_grocery_dist_closest_3_popwt,2.86
3034,food_grocery_pct_within_15_mins,0.2
3034,food_resto_num_region_plus_buffer,2
3034,food_resto_num_per_1000_res_plus_buffer,0.23
3034,food_resto_dist_closest_3_popwt,1.27
3034,food_resto_pct_within_15_mins,0.54
3034,food_specialty_num_region_plus_buffer,1
3034,food_specialty_num_per_1000_res_plus_buffer,0.11
3034,food_specialty_dist_closest_3_popwt,1.61
3034,food_specialty_pct_within_15_mins,0.24
3034,num_people_attached,7998
3034,num_people_uncertainly_attached,1448
3034,total_population_attachment,9446
3034,percent_attached,84.7
3034,percent_uncertaintly_attached,15.3
3034,crime_person_total,37
3034,crime_property_total,116
3034,crime_other_total,28
3034,crime_total,181
3034,crime_person_total_per_1000pop_plus_50m_buffer,4.91
3034,crime_property_total_per_1000pop_plus_50m_buffer,14.38
3034,crime_other_total_per_1000pop_plus_50m_buffer,3.2
3034,crime_total_per_1000pop_plus_50m_buffer,22.49
3034,walkscore_mean,21.04
3034,walkscore_sd,9.25
3034,bikescore_mean,74.05
3034,bikescore_sd,5.3
3034,Deciles,8
3034,Quintiles,4
3035,food_convenience_num_region_plus_buffer,4
3035,food_convenience_num_per_1000_res_plus_buffer,0.48
3035,food_convenience_dist_closest_3_popwt,1.31
3035,food_convenience_pct_within_15_mins,0.9
3035,food_fastfood_num_region_plus_buffer,23
3035,food_fastfood_num_per_1000_res_plus_buffer,2.77
3035,food_fastfood_dist_closest_3_popwt,0.93
3035,food_fastfood_pct_within_15_mins,1
3035,food_grocery_num_region_plus_buffer,3
3035,food_grocery_num_per_1000_res_plus_buffer,0.36
3035,food_grocery_dist_closest_3_popwt,1.52
3035,food_grocery_pct_within_15_mins,0.59
3035,food_resto_num_region_plus_buffer,10
3035,food_resto_num_per_1000_res_plus_buffer,1.2
3035,food_resto_dist_closest_3_popwt,1.2
3035,food_resto_pct_within_15_mins,0.65
3035,food_specialty_num_region_plus_buffer,0
3035,food_specialty_num_per_1000_res_plus_buffer,0
3035,food_specialty_dist_closest_3_popwt,2.13
3035,food_specialty_pct_within_15_mins,0.15
3035,num_people_attached,7840
3035,num_people_uncertainly_attached,1539
3035,total_population_attachment,9379
3035,percent_attached,83.6
3035,percent_uncertaintly_attached,16.4
3035,crime_person_total,66
3035,crime_property_total,276
3035,crime_other_total,15
3035,crime_total,357
3035,crime_person_total_per_1000pop_plus_50m_buffer,7.95
3035,crime_property_total_per_1000pop_plus_50m_buffer,33.59
3035,crime_other_total_per_1000pop_plus_50m_buffer,1.81
3035,crime_total_per_1000pop_plus_50m_buffer,43.35
3035,walkscore_mean,24.71
3035,walkscore_sd,11.53
3035,bikescore_mean,74.18
3035,bikescore_sd,5.84
3035,Deciles,7
3035,Quintiles,4
3036,food_convenience_num_region_plus_buffer,1
3036,food_convenience_num_per_1000_res_plus_buffer,0.25
3036,food_convenience_dist_closest_3_popwt,1.7
3036,food_convenience_pct_within_15_mins,0.85
3036,food_fastfood_num_region_plus_buffer,0
3036,food_fastfood_num_per_1000_res_plus_buffer,0
3036,food_fastfood_dist_closest_3_popwt,1.75
3036,food_fastfood_pct_within_15_mins,0.13
3036,food_grocery_num_region_plus_buffer,0
3036,food_grocery_num_per_1000_res_plus_buffer,0
3036,food_grocery_dist_closest_3_popwt,3.8
3036,food_grocery_pct_within_15_mins,0.08
3036,food_resto_num_region_plus_buffer,3
3036,food_resto_num_per_1000_res_plus_buffer,0.76
3036,food_resto_dist_closest_3_popwt,0.95
3036,food_resto_pct_within_15_mins,0.93
3036,food_specialty_num_region_plus_buffer,0
3036,food_specialty_num_per_1000_res_plus_buffer,0
3036,food_specialty_dist_closest_3_popwt,2.19
3036,food_specialty_pct_within_15_mins,0.08
3036,num_people_attached,3697
3036,num_people_uncertainly_attached,572
3036,total_population_attachment,4269
3036,percent_attached,86.6
3036,percent_uncertaintly_attached,13.4
3036,crime_person_total,10
3036,crime_property_total,36
3036,crime_other_total,3
3036,crime_total,49
3036,crime_person_total_per_1000pop_plus_50m_buffer,2.79
3036,crime_property_total_per_1000pop_plus_50m_buffer,10.15
3036,crime_other_total_per_1000pop_plus_50m_buffer,0.76
3036,crime_total_per_1000pop_plus_50m_buffer,13.71
3036,walkscore_mean,10.48
3036,walkscore_sd,4.7
3036,bikescore_mean,63.72
3036,bikescore_sd,8.08
3036,Deciles,3
3036,Quintiles,2
3037,food_convenience_num_region_plus_buffer,1
3037,food_convenience_num_per_1000_res_plus_buffer,0.22
3037,food_convenience_dist_closest_3_popwt,3.33
3037,food_convenience_pct_within_15_mins,0.11
3037,food_fastfood_num_region_plus_buffer,1
3037,food_fastfood_num_per_1000_res_plus_buffer,0.22
3037,food_fastfood_dist_closest_3_popwt,3.05
3037,food_fastfood_pct_within_15_mins,0.11
3037,food_grocery_num_region_plus_buffer,0
3037,food_grocery_num_per_1000_res_plus_buffer,0
3037,food_grocery_dist_closest_3_popwt,4.43
3037,food_grocery_pct_within_15_mins,0.02
3037,food_resto_num_region_plus_buffer,1
3037,food_resto_num_per_1000_res_plus_buffer,0.22
3037,food_resto_dist_closest_3_popwt,3.24
3037,food_resto_pct_within_15_mins,0.11
3037,food_specialty_num_region_plus_buffer,1
3037,food_specialty_num_per_1000_res_plus_buffer,0.22
3037,food_specialty_dist_closest_3_popwt,3.89
3037,food_specialty_pct_within_15_mins,0.09
3037,num_people_attached,4424
3037,num_people_uncertainly_attached,419
3037,total_population_attachment,4843
3037,percent_attached,91.3
3037,percent_uncertaintly_attached,8.7
3037,crime_person_total,18
3037,crime_property_total,30
3037,crime_other_total,6
3037,crime_total,54
3037,crime_person_total_per_1000pop_plus_50m_buffer,4.13
3037,crime_property_total_per_1000pop_plus_50m_buffer,8.48
3037,crime_other_total_per_1000pop_plus_50m_buffer,1.3
3037,crime_total_per_1000pop_plus_50m_buffer,13.91
3037,walkscore_mean,2.13
3037,walkscore_sd,3.88
3037,bikescore_mean,22.89
3037,bikescore_sd,6.9
3037,Deciles,1
3037,Quintiles,1
3038,food_convenience_num_region_plus_buffer,2
3038,food_convenience_num_per_1000_res_plus_buffer,0.35
3038,food_convenience_dist_closest_3_popwt,6.46
3038,food_convenience_pct_within_15_mins,0.13
3038,food_fastfood_num_region_plus_buffer,0
3038,food_fastfood_num_per_1000_res_plus_buffer,0
3038,food_fastfood_dist_closest_3_popwt,7.04
3038,food_fastfood_pct_within_15_mins,0.04
3038,food_grocery_num_region_plus_buffer,0
3038,food_grocery_num_per_1000_res_plus_buffer,0
3038,food_grocery_dist_closest_3_popwt,11.06
3038,food_grocery_pct_within_15_mins,0.02
3038,food_resto_num_region_plus_buffer,3
3038,food_resto_num_per_1000_res_plus_buffer,0.53
3038,food_resto_dist_closest_3_popwt,5.15
3038,food_resto_pct_within_15_mins,0.15
3038,food_specialty_num_region_plus_buffer,0
3038,food_specialty_num_per_1000_res_plus_buffer,0
3038,food_specialty_dist_closest_3_popwt,11.44
3038,food_specialty_pct_within_15_mins,0
3038,num_people_attached,5146
3038,num_people_uncertainly_attached,580
3038,total_population_attachment,5726
3038,percent_attached,89.9
3038,percent_uncertaintly_attached,10.1
3038,crime_person_total,18
3038,crime_property_total,50
3038,crime_other_total,2
3038,crime_total,70
3038,crime_person_total_per_1000pop_plus_50m_buffer,3.18
3038,crime_property_total_per_1000pop_plus_50m_buffer,9.55
3038,crime_other_total_per_1000pop_plus_50m_buffer,0.53
3038,crime_total_per_1000pop_plus_50m_buffer,13.26
3038,walkscore_mean,1.66
3038,walkscore_sd,4.98
3038,bikescore_mean,28.81
3038,bikescore_sd,6.31
3038,Deciles,1
3038,Quintiles,1
3039,food_convenience_num_region_plus_buffer,2
3039,food_convenience_num_per_1000_res_plus_buffer,0.66
3039,food_convenience_dist_closest_3_popwt,5.5
3039,food_convenience_pct_within_15_mins,0.03
3039,food_fastfood_num_region_plus_buffer,2
3039,food_fastfood_num_per_1000_res_plus_buffer,0.66
3039,food_fastfood_dist_closest_3_popwt,5.6
3039,food_fastfood_pct_within_15_mins,0.09
3039,food_grocery_num_region_plus_buffer,0
3039,food_grocery_num_per_1000_res_plus_buffer,0
3039,food_grocery_dist_closest_3_popwt,9.69
3039,food_grocery_pct_within_15_mins,0
3039,food_resto_num_region_plus_buffer,4
3039,food_resto_num_per_1000_res_plus_buffer,1.31
3039,food_resto_dist_closest_3_popwt,5.62
3039,food_resto_pct_within_15_mins,0.1
3039,food_specialty_num_region_plus_buffer,0
3039,food_specialty_num_per_1000_res_plus_buffer,0
3039,food_specialty_dist_closest_3_popwt,9.82
3039,food_specialty_pct_within_15_mins,0
3039,num_people_attached,2313
3039,num_people_uncertainly_attached,396
3039,total_population_attachment,2709
3039,percent_attached,85.4
3039,percent_uncertaintly_attached,14.6
3039,crime_person_total,13
3039,crime_property_total,67
3039,crime_other_total,4
3039,crime_total,84
3039,crime_person_total_per_1000pop_plus_50m_buffer,5.9
3039,crime_property_total_per_1000pop_plus_50m_buffer,28.85
3039,crime_other_total_per_1000pop_plus_50m_buffer,1.64
3039,crime_total_per_1000pop_plus_50m_buffer,36.39
3039,walkscore_mean,0.74
3039,walkscore_sd,3.96
3039,bikescore_mean,26.62
3039,bikescore_sd,2.38
3039,Deciles,6
3039,Quintiles,3
3040,food_convenience_num_region_plus_buffer,5
3040,food_convenience_num_per_1000_res_plus_buffer,0.61
3040,food_convenience_dist_closest_3_popwt,0.83
3040,food_convenience_pct_within_15_mins,0.96
3040,food_fastfood_num_region_plus_buffer,12
3040,food_fastfood_num_per_1000_res_plus_buffer,1.47
3040,food_fastfood_dist_closest_3_popwt,0.69
3040,food_fastfood_pct_within_15_mins,0.97
3040,food_grocery_num_region_plus_buffer,2
3040,food_grocery_num_per_1000_res_plus_buffer,0.24
3040,food_grocery_dist_closest_3_popwt,1.45
3040,food_grocery_pct_within_15_mins,0.68
3040,food_resto_num_region_plus_buffer,3
3040,food_resto_num_per_1000_res_plus_buffer,0.37
3040,food_resto_dist_closest_3_popwt,1
3040,food_resto_pct_within_15_mins,0.96
3040,food_specialty_num_region_plus_buffer,1
3040,food_specialty_num_per_1000_res_plus_buffer,0.12
3040,food_specialty_dist_closest_3_popwt,1.27
3040,food_specialty_pct_within_15_mins,0.93
3040,num_people_attached,7450
3040,num_people_uncertainly_attached,1456
3040,total_population_attachment,8906
3040,percent_attached,83.7
3040,percent_uncertaintly_attached,16.3
3040,crime_person_total,44
3040,crime_property_total,151
3040,crime_other_total,25
3040,crime_total,220
3040,crime_person_total_per_1000pop_plus_50m_buffer,11.16
3040,crime_property_total_per_1000pop_plus_50m_buffer,43.16
3040,crime_other_total_per_1000pop_plus_50m_buffer,6.38
3040,crime_total_per_1000pop_plus_50m_buffer,60.7
3040,walkscore_mean,36.74
3040,walkscore_sd,16.33
3040,bikescore_mean,74.68
3040,bikescore_sd,4.89
3040,Deciles,7
3040,Quintiles,4
3041,food_convenience_num_region_plus_buffer,5
3041,food_convenience_num_per_1000_res_plus_buffer,0.86
3041,food_convenience_dist_closest_3_popwt,0.69
3041,food_convenience_pct_within_15_mins,1
3041,food_fastfood_num_region_plus_buffer,14
3041,food_fastfood_num_per_1000_res_plus_buffer,2.41
3041,food_fastfood_dist_closest_3_popwt,0.75
3041,food_fastfood_pct_within_15_mins,0.96
3041,food_grocery_num_region_plus_buffer,2
3041,food_grocery_num_per_1000_res_plus_buffer,0.34
3041,food_grocery_dist_closest_3_popwt,1.12
3041,food_grocery_pct_within_15_mins,0.77
3041,food_resto_num_region_plus_buffer,3
3041,food_resto_num_per_1000_res_plus_buffer,0.52
3041,food_resto_dist_closest_3_popwt,0.8
3041,food_resto_pct_within_15_mins,0.99
3041,food_specialty_num_region_plus_buffer,6
3041,food_specialty_num_per_1000_res_plus_buffer,1.03
3041,food_specialty_dist_closest_3_popwt,1.02
3041,food_specialty_pct_within_15_mins,0.74
3041,num_people_attached,5215
3041,num_people_uncertainly_attached,1286
3041,total_population_attachment,6501
3041,percent_attached,80.2
3041,percent_uncertaintly_attached,19.8
3041,crime_person_total,48
3041,crime_property_total,182
3041,crime_other_total,10
3041,crime_total,240
3041,crime_person_total_per_1000pop_plus_50m_buffer,8.97
3041,crime_property_total_per_1000pop_plus_50m_buffer,33.62
3041,crime_other_total_per_1000pop_plus_50m_buffer,2.07
3041,crime_total_per_1000pop_plus_50m_buffer,44.66
3041,walkscore_mean,56.08
3041,walkscore_sd,12.34
3041,bikescore_mean,72.16
3041,bikescore_sd,10.46
3041,Deciles,10
3041,Quintiles,5
3042,food_convenience_num_region_plus_buffer,0
3042,food_convenience_num_per_1000_res_plus_buffer,0
3042,food_convenience_dist_closest_3_popwt,NA
3042,food_convenience_pct_within_15_mins,NA
3042,food_fastfood_num_region_plus_buffer,3
3042,food_fastfood_num_per_1000_res_plus_buffer,300
3042,food_fastfood_dist_closest_3_popwt,NA
3042,food_fastfood_pct_within_15_mins,NA
3042,food_grocery_num_region_plus_buffer,0
3042,food_grocery_num_per_1000_res_plus_buffer,0
3042,food_grocery_dist_closest_3_popwt,NA
3042,food_grocery_pct_within_15_mins,NA
3042,food_resto_num_region_plus_buffer,0
3042,food_resto_num_per_1000_res_plus_buffer,0
3042,food_resto_dist_closest_3_popwt,NA
3042,food_resto_pct_within_15_mins,NA
3042,food_specialty_num_region_plus_buffer,1
3042,food_specialty_num_per_1000_res_plus_buffer,100
3042,food_specialty_dist_closest_3_popwt,NA
3042,food_specialty_pct_within_15_mins,NA
3042,num_people_attached,NA
3042,num_people_uncertainly_attached,NA
3042,total_population_attachment,NA
3042,percent_attached,NA
3042,percent_uncertaintly_attached,NA
3042,crime_person_total,4
3042,crime_property_total,18
3042,crime_other_total,NA
3042,crime_total,NA
3042,crime_person_total_per_1000pop_plus_50m_buffer,5400
3042,crime_property_total_per_1000pop_plus_50m_buffer,8100
3042,crime_other_total_per_1000pop_plus_50m_buffer,1500
3042,crime_total_per_1000pop_plus_50m_buffer,15000
3042,walkscore_mean,31.75
3042,walkscore_sd,9.31
3042,bikescore_mean,83.5
3042,bikescore_sd,9.61
3042,Deciles,NA
3042,Quintiles,NA
3043,food_convenience_num_region_plus_buffer,5
3043,food_convenience_num_per_1000_res_plus_buffer,0.28
3043,food_convenience_dist_closest_3_popwt,1.4
3043,food_convenience_pct_within_15_mins,0.7
3043,food_fastfood_num_region_plus_buffer,20
3043,food_fastfood_num_per_1000_res_plus_buffer,1.11
3043,food_fastfood_dist_closest_3_popwt,0.97
3043,food_fastfood_pct_within_15_mins,0.87
3043,food_grocery_num_region_plus_buffer,1
3043,food_grocery_num_per_1000_res_plus_buffer,0.06
3043,food_grocery_dist_closest_3_popwt,1.97
3043,food_grocery_pct_within_15_mins,0.43
3043,food_resto_num_region_plus_buffer,5
3043,food_resto_num_per_1000_res_plus_buffer,0.28
3043,food_resto_dist_closest_3_popwt,1.15
3043,food_resto_pct_within_15_mins,0.87
3043,food_specialty_num_region_plus_buffer,1
3043,food_specialty_num_per_1000_res_plus_buffer,0.06
3043,food_specialty_dist_closest_3_popwt,1.8
3043,food_specialty_pct_within_15_mins,0.38
3043,num_people_attached,20948
3043,num_people_uncertainly_attached,2681
3043,total_population_attachment,23629
3043,percent_attached,88.7
3043,percent_uncertaintly_attached,11.3
3043,crime_person_total,68
3043,crime_property_total,196
3043,crime_other_total,15
3043,crime_total,279
3043,crime_person_total_per_1000pop_plus_50m_buffer,4.05
3043,crime_property_total_per_1000pop_plus_50m_buffer,11.55
3043,crime_other_total_per_1000pop_plus_50m_buffer,0.89
3043,crime_total_per_1000pop_plus_50m_buffer,16.49
3043,walkscore_mean,31.79
3043,walkscore_sd,8.2
3043,bikescore_mean,61.87
3043,bikescore_sd,11.74
3043,Deciles,2
3043,Quintiles,1
3044,food_convenience_num_region_plus_buffer,5
3044,food_convenience_num_per_1000_res_plus_buffer,0.35
3044,food_convenience_dist_closest_3_popwt,1.42
3044,food_convenience_pct_within_15_mins,0.61
3044,food_fastfood_num_region_plus_buffer,10
3044,food_fastfood_num_per_1000_res_plus_buffer,0.7
3044,food_fastfood_dist_closest_3_popwt,1.2
3044,food_fastfood_pct_within_15_mins,0.72
3044,food_grocery_num_region_plus_buffer,1
3044,food_grocery_num_per_1000_res_plus_buffer,0.07
3044,food_grocery_dist_closest_3_popwt,4.24
3044,food_grocery_pct_within_15_mins,0.56
3044,food_resto_num_region_plus_buffer,4
3044,food_resto_num_per_1000_res_plus_buffer,0.28
3044,food_resto_dist_closest_3_popwt,1.4
3044,food_resto_pct_within_15_mins,0.6
3044,food_specialty_num_region_plus_buffer,0
3044,food_specialty_num_per_1000_res_plus_buffer,0
3044,food_specialty_dist_closest_3_popwt,6.47
3044,food_specialty_pct_within_15_mins,0
3044,num_people_attached,11004
3044,num_people_uncertainly_attached,1624
3044,total_population_attachment,12628
3044,percent_attached,87.1
3044,percent_uncertaintly_attached,12.9
3044,crime_person_total,57
3044,crime_property_total,242
3044,crime_other_total,16
3044,crime_total,315
3044,crime_person_total_per_1000pop_plus_50m_buffer,4.06
3044,crime_property_total_per_1000pop_plus_50m_buffer,17.58
3044,crime_other_total_per_1000pop_plus_50m_buffer,1.12
3044,crime_total_per_1000pop_plus_50m_buffer,22.76
3044,walkscore_mean,30.13
3044,walkscore_sd,17.67
3044,bikescore_mean,39.68
3044,bikescore_sd,6.14
3044,Deciles,5
3044,Quintiles,3
3045,food_convenience_num_region_plus_buffer,6
3045,food_convenience_num_per_1000_res_plus_buffer,1.32
3045,food_convenience_dist_closest_3_popwt,1.1
3045,food_convenience_pct_within_15_mins,0.91
3045,food_fastfood_num_region_plus_buffer,27
3045,food_fastfood_num_per_1000_res_plus_buffer,5.95
3045,food_fastfood_dist_closest_3_popwt,0.72
3045,food_fastfood_pct_within_15_mins,1
3045,food_grocery_num_region_plus_buffer,5
3045,food_grocery_num_per_1000_res_plus_buffer,1.1
3045,food_grocery_dist_closest_3_popwt,1.14
3045,food_grocery_pct_within_15_mins,0.67
3045,food_resto_num_region_plus_buffer,20
3045,food_resto_num_per_1000_res_plus_buffer,4.41
3045,food_resto_dist_closest_3_popwt,0.75
3045,food_resto_pct_within_15_mins,1
3045,food_specialty_num_region_plus_buffer,2
3045,food_specialty_num_per_1000_res_plus_buffer,0.44
3045,food_specialty_dist_closest_3_popwt,1.19
3045,food_specialty_pct_within_15_mins,0.9
3045,num_people_attached,3585
3045,num_people_uncertainly_attached,789
3045,total_population_attachment,4374
3045,percent_attached,82
3045,percent_uncertaintly_attached,18
3045,crime_person_total,29
3045,crime_property_total,203
3045,crime_other_total,12
3045,crime_total,244
3045,crime_person_total_per_1000pop_plus_50m_buffer,13.01
3045,crime_property_total_per_1000pop_plus_50m_buffer,75.41
3045,crime_other_total_per_1000pop_plus_50m_buffer,3.75
3045,crime_total_per_1000pop_plus_50m_buffer,92.17
3045,walkscore_mean,38.49
3045,walkscore_sd,8.05
3045,bikescore_mean,68.89
3045,bikescore_sd,5.58
3045,Deciles,6
3045,Quintiles,3
3046,food_convenience_num_region_plus_buffer,1
3046,food_convenience_num_per_1000_res_plus_buffer,0.26
3046,food_convenience_dist_closest_3_popwt,7.85
3046,food_convenience_pct_within_15_mins,0.22
3046,food_fastfood_num_region_plus_buffer,1
3046,food_fastfood_num_per_1000_res_plus_buffer,0.26
3046,food_fastfood_dist_closest_3_popwt,7.52
3046,food_fastfood_pct_within_15_mins,0.23
3046,food_grocery_num_region_plus_buffer,0
3046,food_grocery_num_per_1000_res_plus_buffer,0
3046,food_grocery_dist_closest_3_popwt,19.63
3046,food_grocery_pct_within_15_mins,0.01
3046,food_resto_num_region_plus_buffer,0
3046,food_resto_num_per_1000_res_plus_buffer,0
